date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:01:32	58556/58556	---M--	200	added ('OK')	font/woff	etag:%2263789485-e4bc%22	https://htmldemo.net/hmart/hmart/assets/fonts/Pe-icon-7-stroke.woff?d7yf1v	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/fonts/Pe-icon-7-strokebb1d.woff	(from https://htmldemo.net/hmart/hmart/assets/css/pe-icon-7-stroke.css)
00:01:33	58480/58480	---M--	200	added ('OK')	application/octet-stream	etag:%2263789482-e470%22	https://htmldemo.net/hmart/hmart/assets/fonts/Pe-icon-7-stroke.ttf?d7yf1v	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/fonts/Pe-icon-7-strokebb1d.ttf	(from https://htmldemo.net/hmart/hmart/assets/css/pe-icon-7-stroke.css)
00:01:33	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263789478-6c7db%22	https://htmldemo.net/hmart/hmart/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/fonts/fontawesome-webfont3e6e.svg	(from https://htmldemo.net/hmart/hmart/assets/css/font.awesome.css)
00:01:34	164020/164020	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263789482-280b4%22	https://htmldemo.net/hmart/hmart/assets/fonts/Pe-icon-7-stroke.svg?d7yf1v	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/fonts/Pe-icon-7-strokebb1d.svg	(from https://htmldemo.net/hmart/hmart/assets/css/pe-icon-7-stroke.css)
00:01:34	2855/2855	---MC-	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2019:01:34%20GMT	https://htmldemo.net/hmart/hmart/assets/images/blog-image/quate-icon.png	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/blog-image/quate-icon.png	(from https://htmldemo.net/hmart/hmart/assets/css/style.css)
00:01:34	24360/24360	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:34%20GMT	https://htmldemo.net/hmart/hmart/assets/images/about/breadcrunb-bg.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/about/breadcrunb-bg.webp	(from https://htmldemo.net/hmart/hmart/assets/css/style.css)
00:01:35	1389/1389	---MC-	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2019:01:35%20GMT	https://htmldemo.net/hmart/hmart/assets/images/testimonial/quote-shape.png	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/testimonial/quote-shape.png	(from https://htmldemo.net/hmart/hmart/assets/css/style.css)
00:01:35	56063/56063	---MC-	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2019:01:35%20GMT	https://htmldemo.net/hmart/hmart/assets/images/hero/inner-img/hero-2-1.png	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/hero/inner-img/hero-2-1.png	(from https://htmldemo.net/hmart/hmart/index-2.html)
00:01:36	10436/10436	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:35%20GMT	https://htmldemo.net/hmart/hmart/assets/images/banner/6.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/banner/6.webp	(from https://htmldemo.net/hmart/hmart/index-2.html)
00:01:36	5454/5454	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:36%20GMT	https://htmldemo.net/hmart/hmart/assets/images/banner/7.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/banner/7.webp	(from https://htmldemo.net/hmart/hmart/index-2.html)
00:01:37	15336/15336	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:37%20GMT	https://htmldemo.net/hmart/hmart/assets/images/banner/8.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/banner/8.webp	(from https://htmldemo.net/hmart/hmart/index-2.html)
00:01:37	11100/11100	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:37%20GMT	https://htmldemo.net/hmart/hmart/assets/images/banner/9.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/banner/9.webp	(from https://htmldemo.net/hmart/hmart/index-2.html)
00:01:38	2003/2003	---MC-	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2019:01:37%20GMT	https://htmldemo.net/hmart/hmart/assets/images/icons/1.png	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/icons/1.png	(from https://htmldemo.net/hmart/hmart/index-2.html)
00:01:38	1752/1752	---MC-	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2019:01:38%20GMT	https://htmldemo.net/hmart/hmart/assets/images/icons/2.png	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/icons/2.png	(from https://htmldemo.net/hmart/hmart/index-2.html)
00:01:38	2111/2111	---MC-	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2019:01:38%20GMT	https://htmldemo.net/hmart/hmart/assets/images/icons/3.png	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/icons/3.png	(from https://htmldemo.net/hmart/hmart/index-2.html)
00:01:39	15524/15524	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:39%20GMT	https://htmldemo.net/hmart/hmart/assets/images/team/1.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/team/1.webp	(from https://htmldemo.net/hmart/hmart/about.html)
00:01:39	37254/37254	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:38%20GMT	https://htmldemo.net/hmart/hmart/assets/images/about/promo-video-img.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/about/promo-video-img.webp	(from https://htmldemo.net/hmart/hmart/about.html)
00:01:40	24772/24772	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:39%20GMT	https://htmldemo.net/hmart/hmart/assets/images/team/2.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/team/2.webp	(from https://htmldemo.net/hmart/hmart/about.html)
00:01:40	17366/17366	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:40%20GMT	https://htmldemo.net/hmart/hmart/assets/images/team/3.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/team/3.webp	(from https://htmldemo.net/hmart/hmart/about.html)
00:01:41	4575/4575	---MC-	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2019:01:40%20GMT	https://htmldemo.net/hmart/hmart/assets/images/icons/cmpted_logo.png	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/icons/cmpted_logo.png	(from https://htmldemo.net/hmart/hmart/thank-you-page.html)
00:01:41	8173/8173	---MC-	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2019:01:41%20GMT	https://htmldemo.net/hmart/hmart/assets/images/review-image/1.png	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/review-image/1.png	(from https://htmldemo.net/hmart/hmart/single-product.html)
00:01:43	8156/8156	---MC-	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2019:01:42%20GMT	https://htmldemo.net/hmart/hmart/assets/images/review-image/2.png	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/review-image/2.png	(from https://htmldemo.net/hmart/hmart/single-product.html)
00:01:44	17672/17672	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:43%20GMT	https://htmldemo.net/hmart/hmart/assets/images/blog-image/3.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/blog-image/3.webp	(from https://htmldemo.net/hmart/hmart/blog-grid-left-sidebar.html)
00:01:44	10868/10868	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:44%20GMT	https://htmldemo.net/hmart/hmart/assets/images/blog-image/4.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/blog-image/4.webp	(from https://htmldemo.net/hmart/hmart/blog-grid-left-sidebar.html)
00:01:45	6698/6698	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:44%20GMT	https://htmldemo.net/hmart/hmart/assets/images/blog-image/5.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/blog-image/5.webp	(from https://htmldemo.net/hmart/hmart/blog-grid-left-sidebar.html)
00:01:45	2108/2108	---MC-	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2019:01:45%20GMT	https://htmldemo.net/hmart/hmart/assets/images/icons/icon-youtube-play.png	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/icons/icon-youtube-play.png	(from https://htmldemo.net/hmart/hmart/blog-grid-left-sidebar.html)
00:01:45	2380/2380	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:45%20GMT	https://htmldemo.net/hmart/hmart/assets/images/blog-image/post-1.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/blog-image/post-1.webp	(from https://htmldemo.net/hmart/hmart/blog-grid-left-sidebar.html)
00:01:46	1608/1608	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:45%20GMT	https://htmldemo.net/hmart/hmart/assets/images/blog-image/post-2.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/blog-image/post-2.webp	(from https://htmldemo.net/hmart/hmart/blog-grid-left-sidebar.html)
00:01:47	2936/2936	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:46%20GMT	https://htmldemo.net/hmart/hmart/assets/images/blog-image/post-3.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/blog-image/post-3.webp	(from https://htmldemo.net/hmart/hmart/blog-grid-left-sidebar.html)
00:01:47	21660/21660	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:47%20GMT	https://htmldemo.net/hmart/hmart/assets/images/blog-image/single-blog.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/blog-image/single-blog.webp	(from https://htmldemo.net/hmart/hmart/blog-single-left-sidebar.html)
00:01:48	22414/22414	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:47%20GMT	https://htmldemo.net/hmart/hmart/assets/images/blog-image/side-image.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/blog-image/side-image.webp	(from https://htmldemo.net/hmart/hmart/blog-single-left-sidebar.html)
00:01:48	3138/3138	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:48%20GMT	https://htmldemo.net/hmart/hmart/assets/images/blog-image/comment-img-1.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/blog-image/comment-img-1.webp	(from https://htmldemo.net/hmart/hmart/blog-single-left-sidebar.html)
00:01:48	3900/3900	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:48%20GMT	https://htmldemo.net/hmart/hmart/assets/images/blog-image/comment-img-2.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/blog-image/comment-img-2.webp	(from https://htmldemo.net/hmart/hmart/blog-single-left-sidebar.html)
00:01:49	2986/2986	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2019:01:48%20GMT	https://htmldemo.net/hmart/hmart/assets/images/blog-image/comment-img-3.webp	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/blog-image/comment-img-3.webp	(from https://htmldemo.net/hmart/hmart/blog-single-left-sidebar.html)
00:01:49	2214/2214	---MC-	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2019:01:49%20GMT	https://htmldemo.net/hmart/hmart/assets/images/icons/contact-1.png	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/icons/contact-1.png	(from https://htmldemo.net/hmart/hmart/contact.html)
00:01:49	3129/3129	---MC-	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2019:01:49%20GMT	https://htmldemo.net/hmart/hmart/assets/images/icons/contact-2.png	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/icons/contact-2.png	(from https://htmldemo.net/hmart/hmart/contact.html)
00:01:50	3012/3012	---MC-	200	added ('OK')	image/png	date:Wed,%2027%20Sep%202023%2019:01:50%20GMT	https://htmldemo.net/hmart/hmart/assets/images/icons/contact-3.png	C:/Users/SL%20Laptop/Downloads/ElectronicStore/htmldemo.net/hmart/hmart/assets/images/icons/contact-3.png	(from https://htmldemo.net/hmart/hmart/contact.html)
